step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
12,-3.147851426302075,-4.912844344165768,0.681,359,4.436221893395225,4.74006670933675,0.24108263946517092,-1.9915754795074463,-0.05274702236056328,1.5022934675216675,-6.427797258744876,-3.147851426302075,1.5149529145791085,0.02843174821673955,0.01
13,-3.2812491460847606,-4.89557213655042,0.69,500,4.393072569254212,4.7399386985585155,0.2372142539287218,-2.019801616668701,-0.04869522526860237,1.5088618993759155,-6.412874163068257,-3.2812491460847606,1.5173020265178372,-0.0232515787053382,0.01
14,-2.9696817838509535,-4.912151152889915,0.69,500,4.407598801915622,4.780581489653187,0.2703566216265852,-2.0250823497772217,-0.05068245157599449,1.5090296268463135,-6.432681176249958,-2.9696817838509535,1.5205300233600438,-0.04381033851319671,0.01
15,-3.522082775398415,-4.894496506214736,0.688,500,4.394099216702034,4.72309117669747,0.22347815833994936,-2.014742612838745,-0.04967443645000458,1.5066277980804443,-6.408841798773606,-3.522082775398415,1.51434529255887,-0.007963047076586433,0.01
16,-3.5178696023917557,-4.894464763067907,0.688,500,4.393994549897402,4.7232820439625005,0.2236147479509194,-2.014852523803711,-0.04965439438819885,1.5066711902618408,-6.408847063896148,-3.5178696023917557,1.5143823008282413,-0.008230664622252581,0.01
17,-1.6298848016969403,-5.50244553365606,0.6,359,5.367110227682317,6.114864663125695,0.598533625883599,-1.6548813581466675,-0.018969815224409103,1.3995026350021362,-7.021991572386274,-1.6298848016969403,1.5195460387302147,0.24828043533902577,0.010169360253121552
18,-3.524778670112208,-4.894515427779315,0.688,500,4.394168059296429,4.722970806294107,0.2233923205384755,-2.0146701335906982,-0.049683209508657455,1.5066009759902954,-6.408838202062517,-3.524778670112208,1.5143227742832022,-0.007791742277755392,0.01
19,-2.100486280667062,-5.083950085640324,0.687,500,4.62750662712974,5.153219338925847,0.43848990890014894,-1.9930553436279297,-0.06211727857589722,1.492847204208374,-6.62056190750969,-2.100486280667062,1.5366118218693658,-0.12498490476750554,0.010086536527120335
20,-3.516190298434593,-4.894452916288387,0.688,500,4.393953677252667,4.723359131530493,0.22367035142337663,-2.0148961544036865,-0.04964637756347656,1.5066883563995361,-6.408849899933474,-3.516190298434593,1.5143969836450872,-0.008337446033565177,0.01
21,-3.512927232764307,-4.894430453192361,0.688,500,4.393875648510555,4.7235103295356335,0.22378030683536243,-2.0149810314178467,-0.04963002726435661,1.5067219734191895,-6.40885667432929,-3.512927232764307,1.5144262211369295,-0.008544675231383386,0.01
22,-2.5090607182928726,-5.039383881523868,0.655,609,4.670127479817749,5.1362891942388655,0.374016590850118,-1.8926674127578735,-0.04239874705672264,1.482890009880066,-6.56279479456696,-2.5090607182928726,1.5234109130430924,0.09524960271273825,0.010409449727643167
23,-3.537537786019069,-4.897500208315428,0.687,359,4.402580666315818,4.724856846281789,0.22154994335591774,-2.0080506801605225,-0.05135059356689453,1.5057064294815063,-6.410631505594665,-3.537537786019069,1.5131312972792368,-0.0013500416409075178,0.010049120293556818
24,-3.4964042884256603,-4.894921738141382,0.689,500,4.393505561688309,4.724311006899138,0.22437843313198694,-2.0157320499420166,-0.049537140876054764,1.506605863571167,-6.409237635494535,-3.4964042884256603,1.5143158973531534,-0.009598427705681617,0.01
